år,veckonummer,Region,Antal_fall_vecka,Kum_antal_fall,Antal_intensivvårdade_vecka,Kum_antal_intensivvårdade,Antal_avlidna_vecka,Kum_antal_avlidna,Antal_fall_100000inv_vecka,Kum_fall_100000inv
2020,32,Jämtland Härjedalen,19,1157,1,20,2,62,15,884
2020,33,Jämtland Härjedalen,18,1175,0,20,0,62,14,898
2020,34,Jämtland Härjedalen,2,1177,0,20,2,64,2,900
2020,35,Jämtland Härjedalen,12,1189,0,20,0,64,9,909
2020,36,Jämtland Härjedalen,22,1211,0,20,0,64,17,926
2020,37,Jämtland Härjedalen,9,1220,0,20,0,64,7,933
2020,38,Jämtland Härjedalen,18,1238,0,20,0,64,14,946
2020,39,Jämtland Härjedalen,27,1265,0,20,0,64,21,967
2020,40,Jämtland Härjedalen,56,1321,0,20,0,64,43,1010
2020,41,Jämtland Härjedalen,124,1445,2,22,0,64,95,1105
2020,42,Jämtland Härjedalen,106,1551,0,22,0,64,81,1186
2020,43,Jämtland Härjedalen,60,1611,0,22,0,64,46,1232
2020,44,Jämtland Härjedalen,53,1664,1,23,3,67,41,1272
2020,45,Jämtland Härjedalen,138,1802,0,23,1,68,105,1378
2020,46,Jämtland Härjedalen,278,2080,0,23,0,68,213,1590
2020,47,Jämtland Härjedalen,446,2526,2,25,0,68,341,1931
2020,48,Jämtland Härjedalen,356,2882,5,30,1,69,272,2203
2020,49,Jämtland Härjedalen,323,3205,2,32,6,75,247,2450
2020,50,Jämtland Härjedalen,355,3560,1,33,7,82,271,2722
2020,51,Jämtland Härjedalen,411,3971,1,34,5,87,314,3036
2020,52,Jämtland Härjedalen,345,4316,3,37,7,94,264,3299
2020,53,Jämtland Härjedalen,402,4718,4,41,7,101,307,3607
2021,1,Jämtland Härjedalen,404,5122,1,42,3,104,308,3905
2021,2,Jämtland Härjedalen,269,5391,1,43,1,105,205,4110
2021,3,Jämtland Härjedalen,248,5639,2,45,2,107,189,4299
2021,4,Jämtland Härjedalen,215,5854,0,45,2,109,164,4463
2021,5,Jämtland Härjedalen,251,6105,0,45,4,113,191,4655
2021,6,Jämtland Härjedalen,222,6327,2,47,3,116,169,4824
2021,7,Jämtland Härjedalen,264,6591,0,47,1,117,201,5025
2021,8,Jämtland Härjedalen,330,6921,0,47,0,117,252,5277
2021,9,Jämtland Härjedalen,365,7286,1,48,0,117,278,5555
2021,10,Jämtland Härjedalen,370,7656,0,48,0,117,282,5837
2021,11,Jämtland Härjedalen,433,8089,1,49,0,117,330,6168
2021,12,Jämtland Härjedalen,358,8447,1,50,2,119,273,6440
2021,13,Jämtland Härjedalen,403,8850,0,50,1,120,307,6748
2021,14,Jämtland Härjedalen,617,9467,0,50,0,120,470,7218
2021,15,Jämtland Härjedalen,590,10057,4,54,0,120,450,7668
2021,16,Jämtland Härjedalen,520,10577,4,58,0,120,396,8065
2021,17,Jämtland Härjedalen,494,11071,5,63,2,122,377,8441
2021,18,Jämtland Härjedalen,519,11590,1,64,1,123,396,8837
2021,19,Jämtland Härjedalen,369,11959,1,65,0,123,281,9118
2021,20,Jämtland Härjedalen,290,12249,1,66,0,123,221,9339
2021,21,Jämtland Härjedalen,136,12385,2,68,1,124,104,9443
2021,22,Jämtland Härjedalen,75,12460,0,68,1,125,57,9500
2021,23,Jämtland Härjedalen,34,12494,0,68,0,125,26,9526
2021,24,Jämtland Härjedalen,6,12500,0,68,1,126,5,9531
2021,25,Jämtland Härjedalen,10,12510,0,68,0,126,8,9538
2021,26,Jämtland Härjedalen,9,12519,0,68,0,126,7,9545
2021,27,Jämtland Härjedalen,28,12547,0,68,0,126,21,9567
2021,28,Jämtland Härjedalen,7,12554,0,68,0,126,5,9572
2021,29,Jämtland Härjedalen,12,12566,0,68,0,126,9,9581
2021,30,Jämtland Härjedalen,45,12611,0,68,0,126,34,9615
2021,31,Jämtland Härjedalen,39,12650,1,69,0,126,30,9645
2021,32,Jämtland Härjedalen,68,12718,0,69,0,126,52,9697
2021,33,Jämtland Härjedalen,86,12804,0,69,0,126,66,9762
2021,34,Jämtland Härjedalen,58,12862,0,69,1,127,44,9807
2021,35,Jämtland Härjedalen,70,12932,0,69,1,128,53,9860
2021,36,Jämtland Härjedalen,57,12989,0,69,0,128,43,9904
2021,37,Jämtland Härjedalen,63,13052,0,69,0,128,48,9952
2021,38,Jämtland Härjedalen,32,13084,0,69,0,128,24,9976
2021,39,Jämtland Härjedalen,39,13123,1,70,0,128,30,10006
2020,1,Jönköping,0,0,0,0,0,0,0,0
2020,2,Jönköping,0,0,0,0,0,0,0,0
2020,3,Jönköping,0,0,0,0,0,0,0,0
2020,4,Jönköping,0,0,0,0,0,0,0,0
2020,5,Jönköping,0,0,0,0,0,0,0,0
2020,6,Jönköping,1,1,0,0,0,0,0,0
2020,7,Jönköping,0,1,0,0,0,0,0,0
2020,8,Jönköping,0,1,0,0,0,0,0,0
2020,9,Jönköping,1,2,0,0,0,0,0,1
2020,10,Jönköping,2,4,0,0,0,0,1,1
2020,11,Jönköping,37,41,1,1,0,0,10,11
2020,12,Jönköping,15,56,0,1,0,0,4,15
2020,13,Jönköping,56,112,9,10,8,8,15,31
2020,14,Jönköping,133,245,12,22,12,20,37,67
2020,15,Jönköping,105,350,10,32,13,33,29,96
2020,16,Jönköping,153,503,6,38,13,46,42,138
2020,17,Jönköping,182,685,9,47,17,63,50,188
2020,18,Jönköping,160,845,5,52,23,86,44,232
2020,19,Jönköping,156,1001,4,56,21,107,43,275
2020,20,Jönköping,168,1169,4,60,18,125,46,322
2020,21,Jönköping,162,1331,6,66,8,133,45,366
2020,22,Jönköping,224,1555,7,73,9,142,62,428
2020,23,Jönköping,218,1773,5,78,6,148,60,488
2020,24,Jönköping,636,2409,3,81,9,157,175,663
2020,25,Jönköping,767,3176,5,86,7,164,211,873
2020,26,Jönköping,786,3962,5,91,7,171,216,1090
2020,27,Jönköping,339,4301,2,93,4,175,93,1183
2020,28,Jönköping,177,4478,1,94,4,179,49,1232
2020,29,Jönköping,105,4583,0,94,0,179,29,1260
2020,30,Jönköping,60,4643,1,95,0,179,17,1277
2020,31,Jönköping,63,4706,0,95,1,180,17,1294
2020,32,Jönköping,81,4787,0,95,0,180,22,1317
2020,33,Jönköping,68,4855,0,95,1,181,19,1335
2020,34,Jönköping,62,4917,0,95,0,181,17,1352
2020,35,Jönköping,32,4949,0,95,0,181,9,1361
2020,36,Jönköping,78,5027,1,96,0,181,21,1383
2020,37,Jönköping,132,5159,0,96,1,182,36,1419
2020,38,Jönköping,105,5264,0,96,0,182,29,1448
2020,39,Jönköping,96,5360,0,96,1,183,26,1474
2020,40,Jönköping,114,5474,0,96,0,183,31,1506
2020,41,Jönköping,198,5672,1,97,0,183,54,1560
2020,42,Jönköping,274,5946,1,98,0,183,75,1635
2020,43,Jönköping,271,6217,4,102,2,185,75,1710
2020,44,Jönköping,892,7109,4,106,0,185,245,1955
2020,45,Jönköping,1078,8187,5,111,4,189,296,2252
2020,46,Jönköping,1280,9467,7,118,6,195,352,2604
2020,47,Jönköping,1297,10764,4,122,25,220,357,2960
2020,48,Jönköping,1063,11827,10,132,18,238,292,3253
2020,49,Jönköping,1061,12888,11,143,22,260,292,3545
2020,50,Jönköping,1215,14103,7,150,26,286,334,3879
2020,51,Jönköping,1428,15531,8,158,27,313,393,4271
2020,52,Jönköping,1167,16698,12,170,29,342,321,4592
2020,53,Jönköping,1401,18099,8,178,38,380,385,4978
2021,1,Jönköping,1396,19495,11,189,23,403,382,5341
2021,2,Jönköping,1044,20539,11,200,31,434,286,5627
2021,3,Jönköping,1021,21560,9,209,19,453,280,5907
2021,4,Jönköping,1036,22596,4,213,20,473,284,6191
2021,5,Jönköping,941,23537,3,216,14,487,258,6448
2021,6,Jönköping,1065,24602,8,224,5,492,292,6740
2021,7,Jönköping,1079,25681,10,234,11,503,296,7036
2021,8,Jönköping,1196,26877,8,242,10,513,328,7363
2021,9,Jönköping,1136,28013,7,249,4,517,311,7675
2021,10,Jönköping,1401,29414,10,259,7,524,384,8058
2021,11,Jönköping,1655,31069,7,266,5,529,453,8512
2021,12,Jönköping,1731,32800,9,275,3,532,474,8986
2021,13,Jönköping,1546,34346,8,283,4,536,424,9410
2021,14,Jönköping,1621,35967,10,293,3,539,444,9854
2021,15,Jönköping,1326,37293,9,302,4,543,363,10217
2021,16,Jönköping,1108,38401,8,310,2,545,304,10521
2021,17,Jönköping,1170,39571,7,317,0,545,321,10841
2021,18,Jönköping,1204,40775,3,320,4,549,330,11171
2021,19,Jönköping,801,41576,5,325,1,550,219,11390
2021,20,Jönköping,679,42255,3,328,1,551,186,11576
2021,21,Jönköping,263,42518,0,328,1,552,72,11648
2021,22,Jönköping,532,43050,0,328,0,552,146,11794
2021,23,Jönköping,211,43261,2,330,0,552,58,11852
2021,24,Jönköping,133,43394,1,331,0,552,36,11888
2021,25,Jönköping,101,43495,1,332,0,552,28,11916
2021,26,Jönköping,81,43576,0,332,1,553,22,11938
2021,27,Jönköping,68,43644,0,332,0,553,19,11957
2021,28,Jönköping,44,43688,2,334,1,554,12,11969
2021,29,Jönköping,49,43737,1,335,0,554,13,11982
2021,30,Jönköping,58,43795,1,336,2,556,16,11998
2021,31,Jönköping,106,43901,1,337,1,557,29,12027
2021,32,Jönköping,143,44044,0,337,0,557,39,12067
2021,33,Jönköping,232,44276,0,337,0,557,64,12130
2021,34,Jönköping,174,44450,2,339,0,557,48,12178
2021,35,Jönköping,223,44673,0,339,1,558,61,12239
2021,36,Jönköping,230,44903,0,339,2,560,63,12302
2021,37,Jönköping,215,45118,1,340,1,561,59,12361
2021,38,Jönköping,141,45259,0,340,0,561,39,12399
2021,39,Jönköping,150,45409,0,340,0,561,41,12440
2020,1,Kalmar,0,0,0,0,0,0,0,0
2020,2,Kalmar,0,0,0,0,0,0,0,0
2020,3,Kalmar,0,0,0,0,0,0,0,0
2020,4,Kalmar,0,0,0,0,0,0,0,0
2020,5,Kalmar,0,0,0,0,0,0,0,0
2020,6,Kalmar,0,0,0,0,0,0,0,0
2020,7,Kalmar,0,0,0,0,0,0,0,0
2020,8,Kalmar,0,0,0,0,0,0,0,0
2020,9,Kalmar,0,0,0,0,0,0,0,0
2020,10,Kalmar,0,0,0,0,0,0,0,0
2020,11,Kalmar,7,7,0,0,0,0,3,3
2020,12,Kalmar,5,12,0,0,0,0,2,5
2020,13,Kalmar,19,31,1,1,1,1,8,13
2020,14,Kalmar,21,52,4,5,2,3,9,21
2020,15,Kalmar,19,71,3,8,1,4,8,29
2020,16,Kalmar,28,99,5,13,3,7,11,40
2020,17,Kalmar,43,142,4,17,4,11,18,58
2020,18,Kalmar,40,182,2,19,7,18,16,74
2020,19,Kalmar,43,225,3,22,8,26,18,92
2020,20,Kalmar,30,255,1,23,6,32,12,104
2020,21,Kalmar,24,279,0,23,5,37,10,114
2020,22,Kalmar,73,352,1,24,5,42,30,143
2020,23,Kalmar,56,408,3,27,2,44,23,166
2020,24,Kalmar,71,479,1,28,2,46,29,195
2020,25,Kalmar,71,550,0,28,6,52,29,224
2020,26,Kalmar,63,613,1,29,2,54,26,250
2020,27,Kalmar,85,698,0,29,4,58,35,284
2020,28,Kalmar,34,732,1,30,2,60,14,298
2020,29,Kalmar,14,746,1,31,1,61,6,304
2020,30,Kalmar,17,763,0,31,0,61,7,311
2020,31,Kalmar,16,779,0,31,0,61,7,317
2020,32,Kalmar,14,793,0,31,0,61,6,323
2020,33,Kalmar,26,819,0,31,1,62,11,334
2020,34,Kalmar,41,860,0,31,0,62,17,350
2020,35,Kalmar,24,884,0,31,1,63,10,360
2020,36,Kalmar,9,893,0,31,0,63,4,364
2020,37,Kalmar,8,901,0,31,1,64,3,367
2020,38,Kalmar,11,912,0,31,0,64,4,372
2020,39,Kalmar,11,923,0,31,0,64,4,376
2020,40,Kalmar,14,937,0,31,0,64,6,382
2020,41,Kalmar,21,958,0,31,0,64,9,390
2020,42,Kalmar,37,995,0,31,0,64,15,405
2020,43,Kalmar,102,1097,0,31,0,64,42,447
2020,44,Kalmar,187,1284,0,31,0,64,76,523
2020,45,Kalmar,318,1602,1,32,3,67,130,653
2020,46,Kalmar,462,2064,1,33,5,72,188,841
2020,47,Kalmar,448,2512,1,34,6,78,183,1023
2020,48,Kalmar,658,3170,1,35,4,82,268,1292
2020,49,Kalmar,618,3788,4,39,13,95,252,1543
2020,50,Kalmar,729,4517,2,41,8,103,297,1840
2020,51,Kalmar,846,5363,2,43,11,114,345,2185
2020,52,Kalmar,764,6127,2,45,8,122,311,2496
2020,53,Kalmar,920,7047,3,48,18,140,375,2871
2021,1,Kalmar,1078,8125,7,55,12,152,438,3303
2021,2,Kalmar,725,8850,3,58,17,169,295,3597
2021,3,Kalmar,559,9409,1,59,12,181,227,3825
2021,4,Kalmar,429,9838,1,60,17,198,174,3999
2021,5,Kalmar,350,10188,1,61,6,204,142,4141
2021,6,Kalmar,300,10488,2,63,6,210,122,4263
2021,7,Kalmar,439,10927,0,63,0,210,178,4442
2021,8,Kalmar,545,11472,3,66,1,211,222,4663
2021,9,Kalmar,625,12097,3,69,2,213,254,4917
2021,10,Kalmar,613,12710,1,70,3,216,249,5166
2021,11,Kalmar,852,13562,2,72,1,217,346,5513
2021,12,Kalmar,1281,14843,2,74,1,218,521,6033
2021,13,Kalmar,1126,15969,7,81,1,219,458,6491
2021,14,Kalmar,1374,17343,4,85,6,225,559,7050
2021,15,Kalmar,1344,18687,6,91,4,229,546,7596
2021,16,Kalmar,1195,19882,6,97,4,233,486,8082
2021,17,Kalmar,1219,21101,3,100,1,234,496,8577
2021,18,Kalmar,1198,22299,2,102,2,236,487,9064
2021,19,Kalmar,768,23067,1,103,1,237,312,9376
2021,20,Kalmar,505,23572,1,104,1,238,205,9582
2021,21,Kalmar,215,23787,0,104,0,238,87,9669
2021,22,Kalmar,247,24034,0,104,1,239,100,9770
2021,23,Kalmar,104,24138,0,104,0,239,42,9812
2021,24,Kalmar,96,24234,0,104,0,239,39,9851
2021,25,Kalmar,47,24281,0,104,0,239,19,9870
2021,26,Kalmar,22,24303,0,104,0,239,9,9879
2021,27,Kalmar,22,24325,0,104,0,239,9,9888
2021,28,Kalmar,23,24348,0,104,0,239,9,9897
2021,29,Kalmar,44,24392,0,104,0,239,18,9915
2021,30,Kalmar,47,24439,0,104,0,239,19,9934
2021,31,Kalmar,46,24485,0,104,0,239,19,9953
2021,32,Kalmar,79,24564,0,104,0,239,32,9985
2021,33,Kalmar,138,24702,0,104,0,239,56,10041
2021,34,Kalmar,128,24830,0,104,0,239,52,10093
2021,35,Kalmar,147,24977,0,104,1,240,60,10153
2021,36,Kalmar,129,25106,0,104,1,241,52,10205
2021,37,Kalmar,101,25207,0,104,0,241,41,10246
2021,38,Kalmar,41,25248,0,104,0,241,17,10263
2021,39,Kalmar,75,25323,0,104,0,241,30,10293
2020,1,Kronoberg,0,0,0,0,0,0,0,0
2020,2,Kronoberg,0,0,0,0,0,0,0,0
2020,3,Kronoberg,0,0,0,0,0,0,0,0
2020,4,Kronoberg,0,0,0,0,0,0,0,0
2020,5,Kronoberg,0,0,0,0,0,0,0,0
2020,6,Kronoberg,0,0,0,0,0,0,0,0
2020,7,Kronoberg,0,0,0,0,0,0,0,0
2020,8,Kronoberg,0,0,0,0,0,0,0,0
2020,9,Kronoberg,0,0,0,0,0,0,0,0
2020,10,Kronoberg,0,0,0,0,0,0,0,0
2020,11,Kronoberg,15,15,0,0,0,0,7,7
2020,12,Kronoberg,3,18,0,0,0,0,1,9
2020,13,Kronoberg,15,33,0,0,0,0,7,16
2020,14,Kronoberg,21,54,1,1,1,1,10,27
2020,15,Kronoberg,47,101,0,1,1,2,23,50
2020,16,Kronoberg,75,176,2,3,8,10,37,87
2020,17,Kronoberg,88,264,4,7,8,18,44,131
2020,18,Kronoberg,91,355,1,8,8,26,45,176
2020,19,Kronoberg,147,502,2,10,13,39,73,249
2020,20,Kronoberg,129,631,2,12,9,48,64,313
2020,21,Kronoberg,115,746,3,15,12,60,57,370
2020,22,Kronoberg,105,851,2,17,10,70,52,422
2020,23,Kronoberg,81,932,0,17,9,79,40,463
2020,24,Kronoberg,73,1005,2,19,5,84,36,499
2020,25,Kronoberg,34,1039,2,21,4,88,17,516
2020,26,Kronoberg,25,1064,1,22,5,93,12,528
2020,27,Kronoberg,10,1074,1,23,2,95,5,533
2020,28,Kronoberg,19,1093,0,23,1,96,9,543
2020,29,Kronoberg,27,1120,0,23,0,96,13,556
2020,30,Kronoberg,19,1139,0,23,1,97,9,565
2020,31,Kronoberg,28,1167,0,23,2,99,14,579
2020,32,Kronoberg,62,1229,0,23,1,100,31,610
2020,33,Kronoberg,90,1319,0,23,1,101,45,655
2020,34,Kronoberg,46,1365,0,23,2,103,23,678
2020,35,Kronoberg,43,1408,0,23,0,103,21,699
2020,36,Kronoberg,38,1446,0,23,0,103,19,718
2020,37,Kronoberg,60,1506,0,23,2,105,30,748
2020,38,Kronoberg,88,1594,1,24,1,106,44,791
2020,39,Kronoberg,112,1706,0,24,1,107,56,847
2020,40,Kronoberg,76,1782,0,24,0,107,38,885
2020,41,Kronoberg,69,1851,0,24,1,108,34,919
2020,42,Kronoberg,121,1972,1,25,2,110,60,979
2020,43,Kronoberg,312,2284,2,27,6,116,155,1134
2020,44,Kronoberg,466,2750,1,28,9,125,231,1365
2020,45,Kronoberg,706,3456,3,31,7,132,350,1715
2020,46,Kronoberg,725,4181,1,32,6,138,360,2075
2020,47,Kronoberg,555,4736,5,37,7,145,275,2351
2020,48,Kronoberg,623,5359,1,38,8,153,309,2660
2020,49,Kronoberg,541,5900,3,41,2,155,269,2928
2020,50,Kronoberg,711,6611,2,43,11,166,353,3281
2020,51,Kronoberg,938,7549,5,48,13,179,466,3747
2020,52,Kronoberg,748,8297,5,53,21,200,371,4118
2020,53,Kronoberg,988,9285,6,59,15,215,490,4609
2021,1,Kronoberg,1037,10322,6,65,18,233,513,5103
2021,2,Kronoberg,683,11005,4,69,25,258,338,5441
2021,3,Kronoberg,628,11633,2,71,13,271,310,5751
2021,4,Kronoberg,603,12236,3,74,7,278,298,6050
2021,5,Kronoberg,464,12700,3,77,5,283,229,6279
2021,6,Kronoberg,509,13209,4,81,2,285,252,6531
2021,7,Kronoberg,453,13662,2,83,7,292,224,6755
2021,8,Kronoberg,343,14005,4,87,3,295,170,6924
2021,9,Kronoberg,310,14315,5,92,4,299,153,7077
2021,10,Kronoberg,226,14541,1,93,1,300,112,7189
2021,11,Kronoberg,320,14861,1,94,0,300,158,7347
2021,12,Kronoberg,327,15188,0,94,0,300,162,7509
2021,13,Kronoberg,455,15643,4,98,0,300,225,7734
2021,14,Kronoberg,706,16349,6,104,2,302,349,8083
2021,15,Kronoberg,805,17154,2,106,2,304,398,8481
2021,16,Kronoberg,989,18143,2,108,2,306,489,8970
2021,17,Kronoberg,1046,19189,3,111,4,310,517,9487
2021,18,Kronoberg,1081,20270,2,113,6,316,534,10022
2021,19,Kronoberg,821,21091,5,118,1,317,406,10428
2021,20,Kronoberg,450,21541,0,118,0,317,222,10650
2021,21,Kronoberg,276,21817,1,119,2,319,136,10786
2021,22,Kronoberg,187,22004,0,119,2,321,92,10879
2021,23,Kronoberg,172,22176,0,119,1,322,85,10964
2021,24,Kronoberg,101,22277,0,119,0,322,50,11014
2021,25,Kronoberg,84,22361,0,119,0,322,42,11055
2021,26,Kronoberg,56,22417,0,119,0,322,28,11083
2021,27,Kronoberg,26,22443,1,120,0,322,13,11096
2021,28,Kronoberg,37,22480,0,120,0,322,18,11114
2021,29,Kronoberg,56,22536,0,120,0,322,28,11142
2021,30,Kronoberg,34,22570,0,120,0,322,17,11159
2021,31,Kronoberg,55,22625,1,121,0,322,27,11186
2021,32,Kronoberg,54,22679,0,121,0,322,27,11213
2021,33,Kronoberg,81,22760,0,121,0,322,40,11253
2021,34,Kronoberg,136,22896,1,122,0,322,67,11320
2021,35,Kronoberg,170,23066,1,123,0,322,84,11404
2021,36,Kronoberg,175,23241,1,124,1,323,87,11490
2021,37,Kronoberg,90,23331,0,124,0,323,44,11535
2021,38,Kronoberg,53,23384,0,124,0,323,26,11561
2021,39,Kronoberg,55,23439,0,124,0,323,27,11588
2020,1,Norrbotten,0,0,0,0,0,0,0,0
2020,2,Norrbotten,0,0,0,0,0,0,0,0
2020,3,Norrbotten,0,0,0,0,0,0,0,0
2020,4,Norrbotten,0,0,0,0,0,0,0,0
2020,5,Norrbotten,0,0,0,0,0,0,0,0
2020,6,Norrbotten,0,0,0,0,0,0,0,0
2020,7,Norrbotten,0,0,0,0,0,0,0,0
2020,8,Norrbotten,0,0,0,0,0,0,0,0
2020,9,Norrbotten,0,0,0,0,0,0,0,0
2020,10,Norrbotten,0,0,0,0,0,0,0,0
2020,11,Norrbotten,6,6,0,0,0,0,2,2
2020,12,Norrbotten,14,20,3,3,0,0,6,8
2020,13,Norrbotten,29,49,5,8,2,2,12,20
2020,14,Norrbotten,35,84,5,13,3,5,14,34
2020,15,Norrbotten,54,138,5,18,9,14,22,55
2020,16,Norrbotten,55,193,5,23,11,25,22,77
2020,17,Norrbotten,41,234,5,28,6,31,16,94
2020,18,Norrbotten,36,270,3,31,5,36,14,108
2020,19,Norrbotten,30,300,3,34,4,40,12,120
2020,20,Norrbotten,38,338,2,36,0,40,15,135
2020,21,Norrbotten,22,360,1,37,3,43,9,144
2020,22,Norrbotten,56,416,0,37,6,49,22,166
2020,23,Norrbotten,88,504,3,40,6,55,35,202
2020,24,Norrbotten,182,686,3,43,5,60,73,274
2020,25,Norrbotten,256,942,5,48,7,67,102,377
2020,26,Norrbotten,341,1283,3,51,2,69,136,513
2020,27,Norrbotten,110,1393,2,53,3,72,44,557
2020,28,Norrbotten,101,1494,0,53,6,78,40,597
2020,29,Norrbotten,45,1539,1,54,3,81,18,615
2020,30,Norrbotten,39,1578,1,55,5,86,16,631
2020,31,Norrbotten,25,1603,3,58,0,86,10,641
2020,32,Norrbotten,24,1627,1,59,1,87,10,651
2020,33,Norrbotten,24,1651,1,60,2,89,10,660
2020,34,Norrbotten,7,1658,0,60,0,89,3,663
2020,35,Norrbotten,10,1668,0,60,0,89,4,667
2020,36,Norrbotten,5,1673,0,60,0,89,2,669
2020,37,Norrbotten,7,1680,0,60,0,89,3,672
2020,38,Norrbotten,15,1695,0,60,0,89,6,678
2020,39,Norrbotten,28,1723,0,60,0,89,11,689
2020,40,Norrbotten,74,1797,1,61,0,89,30,719
2020,41,Norrbotten,96,1893,2,63,0,89,38,757
2020,42,Norrbotten,92,1985,1,64,0,89,37,794
2020,43,Norrbotten,125,2110,3,67,0,89,50,844
2020,44,Norrbotten,225,2335,1,68,0,89,90,934
2020,45,Norrbotten,538,2873,1,69,1,90,215,1149
2020,46,Norrbotten,589,3462,4,73,4,94,236,1384
2020,47,Norrbotten,736,4198,2,75,5,99,294,1679
2020,48,Norrbotten,904,5102,7,82,7,106,361,2040
2020,49,Norrbotten,678,5780,6,88,12,118,271,2311
2020,50,Norrbotten,715,6495,3,91,8,126,286,2597
2020,51,Norrbotten,560,7055,1,92,8,134,224,2821
2020,52,Norrbotten,430,7485,1,93,3,137,172,2993
2020,53,Norrbotten,515,8000,4,97,9,146,206,3199
